1.193020689947954907e+02,3.035488867127578705e-01
1.373417960366417105e+02,6.303073509656559326e-01
1.180673668369781666e+02,3.086316773055158835e-01
1.994784723503721011e+02,7.982331065492571653e-01
1.634794938597866860e+02,1.645034593829725056e-01
2.345130803467455962e+02,8.822843424848837435e-01
1.443157874356066941e+02,6.516799175055376647e-01
1.020159798447455586e+02,4.210631052742741520e-01
1.413901160051705403e+02,2.275501914128852943e-01
1.422731557167592769e+02,6.455377348981838903e-01
1.071774858124574905e+02,5.061623205120441282e-01
1.037229639834067711e+02,3.930992356176157276e-01
1.460906893214696538e+02,2.134569198138638879e-01
1.515217780568227397e+02,1.976953922792827056e-01
1.069883269118029716e+02,3.655319802198656598e-01
2.312343321126728313e+02,8.745697027484591324e-01
2.238026819278607320e+02,8.569837933526239793e-01
1.754093322423312316e+02,1.329059824805859380e-01
1.486277676714536256e+02,2.060308943808843718e-01
1.850715434581279055e+02,1.081226268891572195e-01
1.227236504658125398e+02,5.802575803757461514e-01
1.596117384272172899e+02,1.750453668881307157e-01
1.740980854912405107e+02,7.340843766241588186e-01
1.199532006786059242e+02,3.009254269991211150e-01
2.372411661775536516e+02,8.886842013672365814e-01
1.911389152641440035e+02,7.775515884731186711e-01
1.046183106765515873e+02,3.841333346865027920e-01
1.526726419971198823e+02,6.759867376509164361e-01
1.115052469989036581e+02,5.315017793696140691e-01
1.154738102587641464e+02,5.505605750961652944e-01
1.802746412389948887e+02,7.500555404622074596e-01
1.139559809783899169e+02,5.435906712677452957e-01
2.089450793934141188e+02,8.213449101847735134e-01
1.488541627358029587e+02,2.053738017967344232e-01
1.809577455344198995e+02,1.185986893699688266e-01
1.105623122801384852e+02,3.439010061543077423e-01
1.746612988814755738e+02,7.355523386161131327e-01
1.665249715494493046e+02,1.563140928585855238e-01
1.167107601508159718e+02,3.143975769118289021e-01
1.660971152238328443e+02,1.574590595637662682e-01
1.461989089301712852e+02,6.572665018114285385e-01
1.149887549449540387e+02,3.220342864022681661e-01
1.854971318847130419e+02,7.633594986254899073e-01
1.276383832235210036e+02,2.722559888425980512e-01
1.063630100677874566e+02,5.004437601209925646e-01
1.503745330194998360e+02,6.694208190139951942e-01
1.783385656440044897e+02,1.253257021858922293e-01
1.260738684407253913e+02,5.925992272200515387e-01
1.111507248393410805e+02,5.296485319001472680e-01
1.538978682313537263e+02,1.909494753294737335e-01
2.051340685151839693e+02,8.120830809103897208e-01
1.222496806125448927e+02,2.919501994793737287e-01
1.540314411880659407e+02,6.798315379505236455e-01
1.598367196892982918e+02,6.959767187310850201e-01
1.518469904682407332e+02,6.736371657692142856e-01
1.020672744121163049e+02,4.509117375979213582e-01
1.102046000682157967e+02,5.245454999811988150e-01
1.847938876953854788e+02,7.615778214758467390e-01
1.728392778341288931e+02,1.396098098451941105e-01
1.232063062476913728e+02,2.883257929690692944e-01
1.058783324508406594e+02,3.735920828176998443e-01
1.824338758559131293e+02,7.555768126386227523e-01
1.185642556296356531e+02,3.065684098991194872e-01
1.544421664012004953e+02,6.809884922670035312e-01
2.162393859094288189e+02,8.389288948374585830e-01
1.179438171159669508e+02,3.091485826844700968e-01
1.017977788604477496e+02,4.360693415612350021e-01
1.406339305956608143e+02,6.405415354195420630e-01
1.660251663805504450e+02,7.127524705357642931e-01
1.025768814296239242e+02,4.619195947254741696e-01
1.076640048606963660e+02,3.610169493305090960e-01
1.018375500383714893e+02,4.291176458652997683e-01
1.028043045108205433e+02,4.655829836300073854e-01
2.028262941273825959e+02,8.064473828292999524e-01
2.303580672777752625e+02,8.725035155233561435e-01
1.071308458662570899e+02,3.645580278267639418e-01
1.927042902664248345e+02,7.814592089470758784e-01
1.915056986657295397e+02,7.784683066267897855e-01
1.017973128181477875e+02,4.357740951411104291e-01
1.030641070602714251e+02,4.011063998864272673e-01
1.274318778239122736e+02,2.729814201141331775e-01
1.737147116157046582e+02,7.330837390068357662e-01
1.469449362744293524e+02,6.594608092197532523e-01
1.378988776135566923e+02,6.320592068304432543e-01
1.025808739033649886e+02,4.084160900405829908e-01
1.070608891029953469e+02,5.053696687487886363e-01
1.544127314392168842e+02,6.809056571203189190e-01
1.312870260551883632e+02,2.597535776535315755e-01
1.023040443777624660e+02,4.136732686631745537e-01
1.314768545504426527e+02,2.591181401615599289e-01
1.033862862120802077e+02,4.734171266788981258e-01
1.065776454390243515e+02,5.019939578756905663e-01
1.072467588474146396e+02,5.066294930447600153e-01
1.106045829128343172e+02,5.267322284783220177e-01
1.615865783749858622e+02,1.696419991901028657e-01
1.480448383641964654e+02,2.077268891921290883e-01
1.164916452417629245e+02,3.153484345746058182e-01
2.243368941419389557e+02,8.582528115441281358e-01
1.037458204468230747e+02,3.928477944833960178e-01
1.025294817831976957e+02,4.610919973698419660e-01
